Chunk ID,Character Count,Temple Name Metadata,Raw Text Content
63,2358,Senkanmal Sivan Temple,"This temple is on the side of the road next to Kelambakkam on Chennai Mamallapuram road.This temple is on the side of the road next to Kelambakkam on Chennai Mamallapuram road.Can't load alternativesTry againThis temple is on the side of the road next to Kelambakkam on Chennai Mamallapuram road. As Shri Mahavishnu worshiped, the Lord appears here with the name of Shri Senkanmaleeswarar.As Shri Mahavishnu worshiped, the Lord appears here with the name of Shri Senkanmaleeswarar.Can't load alternativesTry againAs Shri Mahavishnu worshiped, the Lord appears here with the name of Shri Senkanmaleeswarar. On the square pedestal, Swami faces east and Ambal Sri Brahannayake faces south.On the square pedestal, Swami faces east and Ambal Sri Brahannayake faces south.Can't load alternativesTry againOn the square pedestal, Swami faces east and Ambal Sri Brahannayake faces south. The temple is flanked by the flag tree Nandi Mandapam prakaram and has shrines of Goshta Murthy, Ganesha, Murugan, Gajalakshmi, Bhairava, Surya, Jeshta Devi and Navagraha shrines.The temple is flanked by the flag tree Nandi Mandapam prakaram and has shrines of Goshta Murthy, Ganesha, Murugan, Gajalakshmi, Bhairava, Surya, Jeshta Devi and Navagraha shrines.Can't load alternativesTry againThe temple is flanked by the flag tree Nandi Mandapam prakaram and has shrines of Goshta Murthy, Ganesha, Murugan, Gajalakshmi, Bhairava, Surya, Jeshta Devi and Navagraha shrines. Lord Tirumeni is composed of Salagram.Lord Tirumeni is composed of Salagram.Can't load alternativesTry againLord Tirumeni is composed of Salagram.It is a place of relief for all diseases related to eyes.It is a place of relief for all diseases related to eyes.Can't load alternativesTry againIt is a place of relief for all diseases related to eyes. If you crawl and worship the Lord wholeheartedly, you will get benefit.If you crawl and worship the Lord wholeheartedly, you will get benefit.Can't load alternativesTry againIf you crawl and worship the Lord wholeheartedly, you will get benefit.Contact Mr Ganesa Gurus- 9952924944, Thiruvenkatesan- 9176770308, Mr Kamalakannan- 9884504932.Contact Mr Ganesa Gurus- 9952924944, Thiruvenkatesan- 9176770308, Mr Kamalakannan- 9884504932.Can't load alternativesTry againContact Mr Ganesa Gurus- 9952924944, Thiruvenkatesan- 9176770308, Mr Kamalakannan- 9884504932."
64,1487,Kalavakkam Sivan Temple,The temple was built according to Sri Shankaracharya's Arulasi of Kanchi by taking the Shiva Lingam that was outside the cut.The temple was built according to Sri Shankaracharya's Arulasi of Kanchi by taking the Shiva Lingam that was outside the cut.Can't load alternativesTry againThe temple was built according to Sri Shankaracharya's Arulasi of Kanchi by taking the Shiva Lingam that was outside the cut. East facing shrine.East facing shrine.Can't load alternativesTry againEast facing shrine. Tirunam Sri Kamadenu Ishwar.Tirunam Sri Kamadenu Ishwar.Can't load alternativesTry againTirunam Sri Kamadenu Ishwar. Ambal Sri Gokilampal.Ambal Sri Gokilampal.Can't load alternativesTry againAmbal Sri Gokilampal. There is no Ambal idol.There is no Ambal idol.Can't load alternativesTry againThere is no Ambal idol. Enthrallment before Swami.Enthrallment before Swami.Can't load alternativesTry againEnthrallment before Swami. A temple pond is found nearby.A temple pond is found nearby.Can't load alternativesTry againA temple pond is found nearby. The temple is situated in Kalavakkam village which is before Thiruporur on Mamallapuram road.The temple is situated in Kalavakkam village which is before Thiruporur on Mamallapuram road.Can't load alternativesTry againThe temple is situated in Kalavakkam village which is before Thiruporur on Mamallapuram road. Contact Mr. Munusamy-9962596849.Contact Mr. Munusamy-9962596849.Can't load alternativesTry againContact Mr. Munusamy-9962596849.
65,3082,Kattoor Sivan Temple,"Author Sri Vaidyanath (Swayambu)Author Sri Vaidyanath (Swayambu)Can't load alternativesTry againAuthor Sri Vaidyanath (Swayambu)
Ambal Sri Taiyalanaiki
Ambal Sri TaiyalanaikiCan't load alternativesTry again
Ambal Sri Taiyalanaiki
Other shrines are Goshta Murthys,Nalvar,Vinayak Sekijar,Kashi Vishwanath Visalakshi Murugan,Gaja Lakshmi,Ankarakan,Navagragam.
Other shrines are Goshta Murthys,Nalvar,Vinayak Sekijar,Kashi Vishwanath Visalakshi Murugan,Gaja Lakshmi,Ankarakan,Navagragam.Can't load alternativesTry again
Other shrines are Goshta Murthys,Nalvar,Vinayak Sekijar,Kashi Vishwanath Visalakshi Murugan,Gaja Lakshmi,Ankarakan,Navagragam.
This place is known as Vadavaitheeswaram.
This place is known as Vadavaitheeswaram.Can't load alternativesTry again
This place is known as Vadavaitheeswaram. History says that Sage Sri Agastya worshiped Isaan and removed the bonds of people.History says that Sage Sri Agastya worshiped Isaan and removed the bonds of people.Can't load alternativesTry againHistory says that Sage Sri Agastya worshiped Isaan and removed the bonds of people. The Sivaganga Theertha here was made by Agathiya.The Sivaganga Theertha here was made by Agathiya.Can't load alternativesTry againThe Sivaganga Theertha here was made by Agathiya. Panguni was happy to see Shivashakti Thirukalyanam here on Uttaram.Panguni was happy to see Shivashakti Thirukalyanam here on Uttaram.Can't load alternativesTry againPanguni was happy to see Shivashakti Thirukalyanam here on Uttaram. There is a separate shrine for Ankarakan here.There is a separate shrine for Ankarakan here.Can't load alternativesTry againThere is a separate shrine for Ankarakan here.
In the nearby village of Vembedu, it is customary to visit Bhairava on the top of the hill and then visit Uthra Vaideeswara Swamy.
In the nearby village of Vembedu, it is customary to visit Bhairava on the top of the hill and then visit Uthra Vaideeswara Swamy.Can't load alternativesTry again
In the nearby village of Vembedu, it is customary to visit Bhairava on the top of the hill and then visit Uthra Vaideeswara Swamy.
Mars is the place to get rid of dosha and cure all kinds of ailments.
Mars is the place to get rid of dosha and cure all kinds of ailments.Can't load alternativesTry again
Mars is the place to get rid of dosha and cure all kinds of ailments.
Temple Timings 6 am - 11 pm 4.30 pm - 8.00 pm
Temple Timings 6 am - 11 pm 4.30 pm - 8.00 pmCan't load alternativesTry again
Temple Timings 6 am - 11 pm 4.30 pm - 8.00 pm
Contact Mr. Punniakodi-9884364272, Mr. Arivarasan- 7550352490, Mr. Natarasan-9445366044.
Contact Mr. Punniakodi-9884364272, Mr. Arivarasan- 7550352490, Mr. Natarasan-9445366044.Can't load alternativesTry again
Contact Mr. Punniakodi-9884364272, Mr. Arivarasan- 7550352490, Mr. Natarasan-9445366044. This temple is on Tiruporur Mambakkam road.This temple is on Tiruporur Mambakkam road.Can't load alternativesTry againThis temple is on Tiruporur Mambakkam road. Tiruporur is 6 km from here.Tiruporur is 6 km from here.Can't load alternativesTry againTiruporur is 6 km from here."
66,8359,Thiruporur Temples,"On the day when Sri Chidambara Swami who incarnated in Madurai worshiped Mother Meenakshi and Chokanatha every day, Mother Meenakshi went to Tiruporur Murugan Talam in the north to make her feel that she should stay there.On the day when Sri Chidambara Swami who incarnated in Madurai worshiped Mother Meenakshi and Chokanatha every day, Mother Meenakshi went to Tiruporur Murugan Talam in the north to make her feel that she should stay there.Can't load alternativesTry againOn the day when Sri Chidambara Swami who incarnated in Madurai worshiped Mother Meenakshi and Chokanatha every day, Mother Meenakshi went to Tiruporur Murugan Talam in the north to make her feel that she should stay there. He performed Nitya Puja and attained Jiva Samadhi.He performed Nitya Puja and attained Jiva Samadhi.Can't load alternativesTry againHe performed Nitya Puja and attained Jiva Samadhi. All the 13 disciples of Anna are buried here.All the 13 disciples of Anna are buried here.Can't load alternativesTry againAll the 13 disciples of Anna are buried here.
Temple Timings 7.30 AM-12 PM 4-7 PM.
Temple Timings 7.30 AM-12 PM 4-7 PM.Can't load alternativesTry again
Temple Timings 7.30 AM-12 PM 4-7 PM. Guru Puja takes place on Visakha Nakshatra in the month of Vaikasi.Guru Puja takes place on Visakha Nakshatra in the month of Vaikasi.Can't load alternativesTry againGuru Puja takes place on Visakha Nakshatra in the month of Vaikasi. Special pujas are held on Visakha, Poornami and Pradosham days every month.Special pujas are held on Visakha, Poornami and Pradosham days every month.Can't load alternativesTry againSpecial pujas are held on Visakha, Poornami and Pradosham days every month.
In this very famous temple, Moolav Sri Kandaswamy is enshrined as Swayambu Murthy.
In this very famous temple, Moolav Sri Kandaswamy is enshrined as Swayambu Murthy.Can't load alternativesTry again
In this very famous temple, Moolav Sri Kandaswamy is enshrined as Swayambu Murthy. Sri Subramaniya Yantra is enshrined in the turtle shaped pedestal.Sri Subramaniya Yantra is enshrined in the turtle shaped pedestal.Can't load alternativesTry againSri Subramaniya Yantra is enshrined in the turtle shaped pedestal. Anointing is for the machine.Anointing is for the machine.Can't load alternativesTry againAnointing is for the machine. The source does not have abhishekam.The source does not have abhishekam.Can't load alternativesTry againThe source does not have abhishekam. After the pooja to Murugan, the pooja is performed to Enthra.After the pooja to Murugan, the pooja is performed to Enthra.Can't load alternativesTry againAfter the pooja to Murugan, the pooja is performed to Enthra. He presents the scene with four arms, one arm aksharamalai, one arm kandigai, one arm abhayahastam and other arm in tudu.He presents the scene with four arms, one arm aksharamalai, one arm kandigai, one arm abhayahastam and other arm in tudu.Can't load alternativesTry againHe presents the scene with four arms, one arm aksharamalai, one arm kandigai, one arm abhayahastam and other arm in tudu. The unique feature of this temple is its Ongara shape.The unique feature of this temple is its Ongara shape.Can't load alternativesTry againThe unique feature of this temple is its Ongara shape. The flagpole of the temple with 3 prakaras is outside.The flagpole of the temple with 3 prakaras is outside.Can't load alternativesTry againThe flagpole of the temple with 3 prakaras is outside. Airavatham given by Devendran is the vehicle here.Airavatham given by Devendran is the vehicle here.Can't load alternativesTry againAiravatham given by Devendran is the vehicle here. A separate shrine for Valli Devasena Devi.A separate shrine for Valli Devasena Devi.Can't load alternativesTry againA separate shrine for Valli Devasena Devi. Navagraham is not here.Navagraham is not here.Can't load alternativesTry againNavagraham is not here. Sri Adi Sankara worshiped this Lord.Sri Adi Sankara worshiped this Lord.Can't load alternativesTry againSri Adi Sankara worshiped this Lord. The temple head tree came.The temple head tree came.Can't load alternativesTry againThe temple head tree came. Theertha Saravana Theertha.Theertha Saravana Theertha.Can't load alternativesTry againTheertha Saravana Theertha.
Murugan blesses those who stay in this place to achieve their desired goals, to get peace of mind and to get physical health.
Murugan blesses those who stay in this place to achieve their desired goals, to get peace of mind and to get physical health.Can't load alternativesTry again
Murugan blesses those who stay in this place to achieve their desired goals, to get peace of mind and to get physical health. Mainly those who are afflicted with Mars will benefit if they visit this place and worship Lord Muruga.Mainly those who are afflicted with Mars will benefit if they visit this place and worship Lord Muruga.Can't load alternativesTry againMainly those who are afflicted with Mars will benefit if they visit this place and worship Lord Muruga.
Contact Mr. Kumar Gurus-9566423840, Mr. Ravichandran- 9840977177, Mr. Anandan-9940146465.
Contact Mr. Kumar Gurus-9566423840, Mr. Ravichandran- 9840977177, Mr. Anandan-9940146465.Can't load alternativesTry again
Contact Mr. Kumar Gurus-9566423840, Mr. Ravichandran- 9840977177, Mr. Anandan-9940146465. There are 4 daily pujas here.There are 4 daily pujas here.Can't load alternativesTry againThere are 4 daily pujas here. 
This temple is situated on a small hill called Pranavagiri near Thiruporur Kandaswamy Temple near Chennai.
This temple is situated on a small hill called Pranavagiri near Thiruporur Kandaswamy Temple near Chennai.Can't load alternativesTry again
This temple is situated on a small hill called Pranavagiri near Thiruporur Kandaswamy Temple near Chennai. Moolavar Sri Kailasanathar gives a view towards the east.Moolavar Sri Kailasanathar gives a view towards the east.Can't load alternativesTry againMoolavar Sri Kailasanathar gives a view towards the east. Ambal gives darshan of Shri Palambhikai Amma towards the east direction.Ambal gives darshan of Shri Palambhikai Amma towards the east direction.Can't load alternativesTry againAmbal gives darshan of Shri Palambhikai Amma towards the east direction. The temple is about 2000 years old.The temple is about 2000 years old.Can't load alternativesTry againThe temple is about 2000 years old. The place where Lord Muruga preached to Sage Sri Agastya. The place where Sri Chidambara Swami worshipped.The place where Lord Muruga preached to Sage Sri Agastya. The place where Sri Chidambara Swami worshipped.Can't load alternativesTry againThe place where Lord Muruga preached to Sage Sri Agastya. The place where Sri Chidambara Swami worshipped. From here there is a tunnel to Kandasamy Temple.From here there is a tunnel to Kandasamy Temple.Can't load alternativesTry againFrom here there is a tunnel to Kandasamy Temple. There are shrines of Vinayagar, Murugan, Durgai, Ardhanareeswarar, Brahma, Sandikeswarar, Veerabhatra, Bhairava, Surya, etc. in the prakaram.There are shrines of Vinayagar, Murugan, Durgai, Ardhanareeswarar, Brahma, Sandikeswarar, Veerabhatra, Bhairava, Surya, etc. in the prakaram.Can't load alternativesTry againThere are shrines of Vinayagar, Murugan, Durgai, Ardhanareeswarar, Brahma, Sandikeswarar, Veerabhatra, Bhairava, Surya, etc. in the prakaram. Worshiping this Pranava Hill is considered very special.Worshiping this Pranava Hill is considered very special.Can't load alternativesTry againWorshiping this Pranava Hill is considered very special. Visiting Eason on Saturday is very special.Visiting Eason on Saturday is very special.Can't load alternativesTry againVisiting Eason on Saturday is very special. Perhaps the puja takes place here.Perhaps the puja takes place here.Can't load alternativesTry againPerhaps the puja takes place here. Temple timings are 5.30-8.00 pm.Temple timings are 5.30-8.00 pm.Can't load alternativesTry againTemple timings are 5.30-8.00 pm. Contact Mr. Kumar-9790712721, Mr. Senthilvel- 9840807409. Many buses ply from Chennai, Tambaram and Mambalam.Contact Mr. Kumar-9790712721, Mr. Senthilvel- 9840807409. Many buses ply from Chennai, Tambaram and Mambalam.Can't load alternativesTry againContact Mr. Kumar-9790712721, Mr. Senthilvel- 9840807409. Many buses ply from Chennai, Tambaram and Mambalam."
67,2440,Kovalam Sivan Temple,"This ancient Shiva temple is located in the small town of Kovalam on the road to Mamallapuram, Chennai.This ancient Shiva temple is located in the small town of Kovalam on the road to Mamallapuram, Chennai.Can't load alternativesTry againThis ancient Shiva temple is located in the small town of Kovalam on the road to Mamallapuram, Chennai. In this stone temple, Sri Kailasanathar as the source gives a view towards the east direction.In this stone temple, Sri Kailasanathar as the source gives a view towards the east direction.Can't load alternativesTry againIn this stone temple, Sri Kailasanathar as the source gives a view towards the east direction. Ambal Sri Kanakavalli.Ambal Sri Kanakavalli.Can't load alternativesTry againAmbal Sri Kanakavalli. About 1350 years old, this temple was renovated 35 years ago.About 1350 years old, this temple was renovated 35 years ago.Can't load alternativesTry againAbout 1350 years old, this temple was renovated 35 years ago. Many inscriptions are found here.Many inscriptions are found here.Can't load alternativesTry againMany inscriptions are found here. Other shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava.Other shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava.Can't load alternativesTry againOther shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava. There is an idol of Sri Perumal in a hall.There is an idol of Sri Perumal in a hall.Can't load alternativesTry againThere is an idol of Sri Perumal in a hall.
Parameshwaran who bestows remedy
Parameshwaran who bestows remedyCan't load alternativesTry again
Parameshwaran who bestows remedy
Nandi Devar here is very special.
Nandi Devar here is very special.Can't load alternativesTry again
Nandi Devar here is very special. She showed him the thali and the blessing of marriage would come immediately.She showed him the thali and the blessing of marriage would come immediately.Can't load alternativesTry againShe showed him the thali and the blessing of marriage would come immediately.
Temple Hours 6-9, 5-7 PM.
Temple Hours 6-9, 5-7 PM.Can't load alternativesTry again
Temple Hours 6-9, 5-7 PM.
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952.
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952.Can't load alternativesTry again
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952."
68,929,Nemmeli Jeevasamadhi Temple,"Kukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road.Kukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road.Can't load alternativesTry againKukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road. Sri Pamban Swami's disciple.Sri Pamban Swami's disciple.Can't load alternativesTry againSri Pamban Swami's disciple. A puja is held daily.A puja is held daily.Can't load alternativesTry againA puja is held daily. Contact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569.Contact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569.Can't load alternativesTry againContact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569."
69,1136,Pattipulam Murugan Temple,This temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road.This temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road.Can't load alternativesTry againThis temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road. Now there are only ruins.Now there are only ruins.Can't load alternativesTry againNow there are only ruins. Archaeologists have excavated the earth and discovered this temple.Archaeologists have excavated the earth and discovered this temple.Can't load alternativesTry againArchaeologists have excavated the earth and discovered this temple. They have researched and declared that this temple is Murugan temple and is about 3000 years old.They have researched and declared that this temple is Murugan temple and is about 3000 years old.Can't load alternativesTry againThey have researched and declared that this temple is Murugan temple and is about 3000 years old. There is no idol here.There is no idol here.Can't load alternativesTry againThere is no idol here.
70,3221,Thiruvidanthai Perumal Temple,"This temple is the 62nd out of 108 Vaishnava shrines.This temple is the 62nd out of 108 Vaishnava shrines.Can't load alternativesTry againThis temple is the 62nd out of 108 Vaishnava shrines. Sri Thirumangai Alwar Mangalasasanam made the shrine.Sri Thirumangai Alwar Mangalasasanam made the shrine.Can't load alternativesTry againSri Thirumangai Alwar Mangalasasanam made the shrine. Moolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder.Moolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder.Can't load alternativesTry againMoolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder. Utsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi.Utsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi.Can't load alternativesTry againUtsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi. There is no Thirumanjanam as the Moolavar is made of herbs.There is no Thirumanjanam as the Moolavar is made of herbs.Can't load alternativesTry againThere is no Thirumanjanam as the Moolavar is made of herbs. Sri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine.Sri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine.Can't load alternativesTry againSri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine. There are three solutions here.There are three solutions here.Can't load alternativesTry againThere are three solutions here. Varaha Theertha, Kalyana Theertha, Ranganatha Theertha.Varaha Theertha, Kalyana Theertha, Ranganatha Theertha.Can't load alternativesTry againVaraha Theertha, Kalyana Theertha, Ranganatha Theertha. If an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place.If an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place.Can't load alternativesTry againIf an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place. Many people come here and perform this worship.Many people come here and perform this worship.Can't load alternativesTry againMany people come here and perform this worship. Contact Manager Murthy-7358856193.Contact Manager Murthy-7358856193.Can't load alternativesTry againContact Manager Murthy-7358856193. 044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here.044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here.Can't load alternativesTry again044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here. The place is located on the Kovalam - Mamallapuram road.The place is located on the Kovalam - Mamallapuram road.Can't load alternativesTry againThe place is located on the Kovalam - Mamallapuram road."
71,2565,Kelambakkam Sivan Temple,"About half a km west from Kelambakkam bus station.About half a km west from Kelambakkam bus station.Can't load alternativesTry againAbout half a km west from Kelambakkam bus station. If you go, you will find a small temple under the royal tree in the natural environment.If you go, you will find a small temple under the royal tree in the natural environment.Can't load alternativesTry againIf you go, you will find a small temple under the royal tree in the natural environment. At the root of the tree is a Shiva Lingam.At the root of the tree is a Shiva Lingam.Can't load alternativesTry againAt the root of the tree is a Shiva Lingam. It is said that they have come out from underground before.It is said that they have come out from underground before.Can't load alternativesTry againIt is said that they have come out from underground before. Esan Thirunamam Shri Bhuminathar.Esan Thirunamam Shri Bhuminathar.Can't load alternativesTry againEsan Thirunamam Shri Bhuminathar. Ambal idol not found.Ambal idol not found.Can't load alternativesTry againAmbal idol not found. Near the Shiva Lingam, the root part naturally looks like a Ganesha figure.Near the Shiva Lingam, the root part naturally looks like a Ganesha figure.Can't load alternativesTry againNear the Shiva Lingam, the root part naturally looks like a Ganesha figure. Daily puja is held here.Daily puja is held here.Can't load alternativesTry againDaily puja is held here.
Nearby is Sri Kelyamman Temple.
Nearby is Sri Kelyamman Temple.Can't load alternativesTry again
Nearby is Sri Kelyamman Temple. A very old temple.A very old temple.Can't load alternativesTry againA very old temple. It is said that it is called Kelambakkam after the goddess.It is said that it is called Kelambakkam after the goddess.Can't load alternativesTry againIt is said that it is called Kelambakkam after the goddess. This goddess is a boon.This goddess is a boon.Can't load alternativesTry againThis goddess is a boon. The goddess who bestows children.The goddess who bestows children.Can't load alternativesTry againThe goddess who bestows children. She presents a scene with a baby on her lap.She presents a scene with a baby on her lap.Can't load alternativesTry againShe presents a scene with a baby on her lap.
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437.
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437.Can't load alternativesTry again
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437."
72,1914,Temples Past And Present,"Karuppur Shiva TempleKaruppur Shiva TempleCan't load alternativesTry againKaruppur Shiva Temple
Then and now
Then and nowCan't load alternativesTry again
Then and now
The ancient Shiva temple in Karuppur village in Seyyur circle of Chengalpattu district has been renovated and the dedication ceremony was held in June 2019.
The ancient Shiva temple in Karuppur village in Seyyur circle of Chengalpattu district has been renovated and the dedication ceremony was held in June 2019.Can't load alternativesTry again
The ancient Shiva temple in Karuppur village in Seyyur circle of Chengalpattu district has been renovated and the dedication ceremony was held in June 2019. Daily pujas are going on.Daily pujas are going on.Can't load alternativesTry againDaily pujas are going on. Lord Sri Kateeswarar who rests here is now known as Kailasanathar.Lord Sri Kateeswarar who rests here is now known as Kailasanathar.Can't load alternativesTry againLord Sri Kateeswarar who rests here is now known as Kailasanathar. Ambal Sri Taiyalanaiki.Ambal Sri Taiyalanaiki.Can't load alternativesTry againAmbal Sri Taiyalanaiki. It is good news that due to the efforts of Mr. Jaishankar Mudaliar and the cooperation of the villagers, the temple has been constructed and the pujas are being performed.It is good news that due to the efforts of Mr. Jaishankar Mudaliar and the cooperation of the villagers, the temple has been constructed and the pujas are being performed.Can't load alternativesTry againIt is good news that due to the efforts of Mr. Jaishankar Mudaliar and the cooperation of the villagers, the temple has been constructed and the pujas are being performed. The glory of this temple, Swami is a Swayambu Murthy.The glory of this temple, Swami is a Swayambu Murthy.Can't load alternativesTry againThe glory of this temple, Swami is a Swayambu Murthy. 
Old temple
Old templeCan't load alternativesTry again
Old temple"
